,address,comment_num,detail,detail_url,image_num,indoor_floor,lat,lng,name,overall_rating,price,street_id,tag,telephone,type,uid
0,上海市崇明岛的中北部,1449,1,http://api.map.baidu.com/place/detail?uid=6ed3083ac0c768ae2a3a9fbf&output=html&source=placeapi_v2,,,31.681690259169,121.48806174842,东平国家森林公园,3.7,20,6ed3083ac0c768ae2a3a9fbf,旅游景点;风景区,4000215010,scope,6ed3083ac0c768ae2a3a9fbf
0,上海市黄浦区方浜中路249号,6473,1,http://api.map.baidu.com/place/detail?uid=33c3d820f455cd9e2c4733ab&output=html&source=placeapi_v2,,,31.231019051608,121.49923157916,上海城隍庙,3.9,215,33c3d820f455cd9e2c4733ab,旅游景点;文物古迹,,scope,33c3d820f455cd9e2c4733ab
0,上海市浦东新区宣桥镇南六公路178号,4427,1,http://api.map.baidu.com/place/detail?uid=c7fb04bd1eba3c14fb0cad8b&output=html&source=placeapi_v2,,,31.060063048568,121.72120477868,上海野生动物园,4.7,65,c7fb04bd1eba3c14fb0cad8b,旅游景点;动物园,(021)61180000,scope,c7fb04bd1eba3c14fb0cad8b
0,上海市松江区佘山旅游度假区林湖路888号,5791,1,http://api.map.baidu.com/place/detail?uid=cac5fc76735bee8d2cb96d1c&output=html&source=placeapi_v2,,,31.096846617217,121.22632303341,上海欢乐谷,4.3,20,cac5fc76735bee8d2cb96d1c,旅游景点;游乐园,,scope,cac5fc76735bee8d2cb96d1c
0,浦东新区世纪大道2000号(近二号线上海科技馆站),3983,1,http://api.map.baidu.com/place/detail?uid=aaaaf39ee7871286f60e7711&output=html&source=placeapi_v2,,,31.223491689368,121.5479233454,上海科技馆,3.5,30,aaaaf39ee7871286f60e7711,旅游景点;风景区,,scope,aaaaf39ee7871286f60e7711
0,黄浦区人民大道201号(近武胜路),2687,1,http://api.map.baidu.com/place/detail?uid=1020060fde6aada71994c6ab&output=html&source=placeapi_v2,,,31.234084014716,121.48322736999,上海博物馆,4.5,,1020060fde6aada71994c6ab,旅游景点;博物馆,,scope,1020060fde6aada71994c6ab
0,上海市浦东新区芳甸路666号,6078,1,http://api.map.baidu.com/place/detail?uid=9db9d6f6cbf3ef0433169b45&output=html&source=placeapi_v2,,,31.223352546141,121.55356094818,世纪公园,4.5,10,9db9d6f6cbf3ef0433169b45,旅游景点;公园,021-58337122,scope,9db9d6f6cbf3ef0433169b45
0,上海市杨浦区军工路2000号,5032,1,http://api.map.baidu.com/place/detail?uid=449eb70004746dd826d2bb7a&output=html&source=placeapi_v2,,,31.326943920783,121.5518089542,共青国家森林公园,4.4,,449eb70004746dd826d2bb7a,旅游景点;风景区,,scope,449eb70004746dd826d2bb7a
0,上海市青浦区上海青浦区朱家角北大街,0,1,http://api.map.baidu.com/place/detail?uid=15a93810b2e2c2a414c8f61d&output=html&source=placeapi_v2,,,31.120424287208,121.06034321506,上海朱家角古镇旅游区,3.8,30,15a93810b2e2c2a414c8f61d,旅游景点;风景区,,scope,15a93810b2e2c2a414c8f61d
0,上海闵行区沈杜公路2059号,1013,1,http://api.map.baidu.com/place/detail?uid=d6df91c107ca2d69f7b91645&output=html&source=placeapi_v2,,,31.081032674289,121.55486582587,召稼楼古镇,3.9,,d6df91c107ca2d69f7b91645,旅游景点;其他,,scope,d6df91c107ca2d69f7b91645
